source;date;titre;lien;categorie
TomsHardware;2026-09-16T06:47:00+00:00;Pourquoi décaler la sortie de l’iPhone 18 au printemps 2027 est une bonne idée ?;https://www.tomshardware.fr/pourquoi-decaler-la-sortie-de-liphone-18-au-printemps-2027-est-une-bonne-idee/;1. SMARTPHONE
Korben;2026-09-15T15:43:58+00:00;Test d'une batterie externe et dock magnétique Antank pour Nintendo Switch 2;https://korben.info/test-dune-batterie-externe-et-dock-magentique-antank-pour-nintendo-switch-2.html;3. Periphérique
Korben;2026-09-15T13:53:18+00:00;Suyu tire sa révérence sur un mode de recompilation pour jeux Switch;https://korben.info/suyu-recompilation-statique-emulation-switch.html;15. ludique
Korben;2026-09-15T13:28:51+00:00;CUDA-for-AMD-Windows - Le .exe NVIDIA pour votre Radeon;https://korben.info/zluda-hip-cuda-radeon-windows.html;2. PC
Korben;2026-09-15T13:13:09+00:00;OpenDisplay - Étendre l'affichage Mac avec ce que vous avez sous la main;https://korben.info/opendisplay-ecran-secondaire-iphone-ipad-mac.html;1. SMARTPHONE
Korben;2026-09-15T11:49:03+00:00;Windows 11 - Un clic sur le bon lien et hop, vous avez un compte local;https://korben.info/bypass-compte-microsoft-windows-11.html;5. Logiciels _ OS
Korben;2026-09-15T08:16:10+00:00;Kits IA Korben - Des tutos pour vos agents IA;https://korben.info/kits-ia-korben-tutos-agents-ia.html;6. IA
Korben;2026-09-15T08:00:00+00:00;TP-Link Deco BE25-5G - Le routeur qui garde la maison;https://korben.info/deco-be25-5g-test.html;1. SMARTPHONE
Korben;2026-09-15T07:23:22+00:00;GNOME Boxes - L'outil qui monte les VM à votre place;https://korben.info/gnome-boxes-virtualisation-simple-linux.html;5. Logiciels _ OS
Korben;2026-09-15T06:53:24+00:00;SpruceOS - Le guide pour rhabiller votre console rétro;https://korben.info/spruceos-guide-installation-console-retro.html;15. ludique
Korben;2026-09-14T15:10:49+00:00;Test Thermal Master P3 : voir ce qui chauffe avec son smartphone;https://korben.info/test-thermal-master-p3-voir-ce-qui-chauffe-avec-son-smartphone.html;1. SMARTPHONE
Korben;2026-09-14T13:33:00+00:00;Antro pique ?;https://korben.info/test-antro-avis.html;NON_CLASSE
Korben;2026-09-14T09:14:55+00:00;Tomb Raider peut tourner sur un ESP32-P4;https://korben.info/tomb-raider-peut-tourner-sur-un-esp32-p4.html;NON_CLASSE
Korben;2026-09-14T08:30:00+00:00;Apple Configurator - Pour transformer votre iPhone en Dumbphone;https://korben.info/apple-configurator-iphone-dumbphone-temps-ecran.html;1. SMARTPHONE
Korben;2026-09-14T07:42:28+00:00;CanoFlash - Du Wi-Fi sur votre GBA (mais pas pour jouer, snif);https://korben.info/gba-link-cable-internet-esp32.html;1. SMARTPHONE
Korben;2026-09-11T10:00:00+00:00;OmniVoice - Clonez votre propre voix en local et en français;https://korben.info/omnivoice-clonage-voix.html;NON_CLASSE
Korben;2026-09-11T09:52:43+00:00;Le Deathray - Le shader WebGPU qui fait redémarrer votre Mac;https://korben.info/webgpu-deathray-freeze-mac.html;NON_CLASSE
Korben;2026-09-11T07:19:00+00:00;Trynix - Testez des classiques Linux sans rien installer;https://korben.info/trynix-tester-paquet-nix-navigateur.html;5. Logiciels _ OS
Korben;2026-09-11T07:00:00+00:00;Pluton - Le backup chiffré qui se pilote depuis le navigateur;https://korben.info/pluton-backup-self-hosted-chiffre-restic-rclone.html;5. Logiciels _ OS
Korben;2026-09-11T06:15:54+00:00;ReProgman - L'interface de Windows 3.1 sur PC et Mac;https://korben.info/windows-31-shell-vibe-code-claude.html;2. PC
Korben;2026-09-11T04:59:04+00:00;Super Mario 64 tourne sur un processeur ARM (avec ReactOS);https://korben.info/reactos-arm64-fex-jeux-windows.html;5. Logiciels _ OS
Korben;2026-09-10T13:52:44+00:00;Ce que les IA d'OpenAI se sont raconté en se croyant seules;https://korben.info/agents-ia-organisation-wiki-allemand.html;6. IA
Korben;2026-09-10T11:04:19+00:00;RistOS - L'Android sans applis dont le cerveau reste chez vous;https://korben.info/rist-os-handset-android-degoogle.html;1. SMARTPHONE
Korben;2026-09-10T08:15:16+00:00;Une faille cPanel distribue des accès root;https://korben.info/cpanel-faille-prise-controle-compte-hebergement.html;5. Logiciels _ OS
Korben;2026-09-10T04:56:34+00:00;Un seul abonnement Surfshark, une infinité d'appareils protégés pour la rentrée;https://korben.info/un-seul-abonnement-surfshark.html;5. Logiciels _ OS
Korben;2026-09-09T13:07:21+00:00;Mettez à jour Plex ! (même sans savoir contre quoi);https://korben.info/plex-serveurs-non-patches-failles.html;7. Video
Korben;2026-09-09T08:48:01+00:00;FFmpeg Commander - Cochez, copiez, collez dans le terminal;https://korben.info/ffmpeg-commander-generateur-commandes.html;5. Logiciels _ OS
Korben;2026-09-09T05:56:31+00:00;Winapp - Comment créer une app Windows native sans Visual Studio;https://korben.info/winapp-cli-hello-world-windows.html;5. Logiciels _ OS
Frandroid - Actualités;;French Days : le nec plus ultra des aspirateurs Roborock s’effondre de 300 €;https://native.humanoid.fr/register-click?s_id=2&sp_id=47&c_id=4217;19. Sponso
Frandroid - Actualités;;Un grand TV QD Mini-LED avec Philips Ambilight à moins de 700 €, ça se regarde de près;https://www.frandroid.com/bons-plans/3252877_un-grand-tv-qd-mini-led-avec-philips-ambilight-a-moins-de-700-e-ca-se-regarde-de-pres;19. Sponso
Frandroid - Actualités;;JBL Tune 730BT : ce casque sans fil à 76 h d’autonomie tombe à moins de 40 euros;https://www.frandroid.com/bons-plans/3252609_jbl-tune-730bt-ce-casque-sans-fil-a-76-h-dautonomie-tombe-a-moins-de-40-euros;19. Sponso
Frandroid - Actualités;;Le Dyson Humidify+Cool PH2 De‑Nox en promo à -200 € : un appareil 3-en-1 pensé pour l’air sec et pollué;https://www.frandroid.com/bons-plans/3252243_le-dyson-humidifycool-ph2-de-nox-en-promo-a-200-e-un-appareil-3-en-1-pense-pour-lair-sec-et-pollue;19. Sponso
Frandroid - Actualités;;Samsung The Frame 65 pouces (2025) à seulement 999 € chez Boulanger : une belle affaire pour ce TV QLED 4K;https://www.frandroid.com/bons-plans/3252161_samsung-the-frame-65-pouces-2025-a-seulement-999-e-chez-boulanger-une-belle-affaire-pour-ce-tv-qled-4k;19. Sponso
Frandroid - Actualités;;À peine sorti, le nouveau Xiaomi Redmi Note 17 Pro 5G est déjà à moitié prix grâce à cette offre;https://www.frandroid.com/bons-plans/3252177_a-peine-sorti-le-nouveau-xiaomi-redmi-note-17-pro-5g-est-deja-a-moitie-prix-grace-a-cette-offre;19. Sponso
Frandroid - Actualités;;Amazon brade le clavier gamer haut de gamme à Rapid Trigger de Razer, le Huntsman V3 Pro TKL;https://www.frandroid.com/bons-plans/3252199_amazon-brade-le-clavier-gamer-haut-de-gamme-a-rapid-trigger-de-razer-le-huntsman-v3-pro-tkl;19. Sponso
Frandroid - Actualités;;Ce ventilateur Shark rafraîchit l’air jusqu’à 6 °C et coûte 110 € de moins avec cette offre;https://www.frandroid.com/bons-plans/3246361_ce-ventilateur-shark-rafraichit-lair-jusqua-6-c-et-coute-110-euros-de-moins-avec-cette-offre;19. Sponso
Frandroid - Actualités;;Ce qu’il faut retenir des tests de l’iPhone 18 Pro !;https://www.frandroid.com/video/3252919_video;1. SMARTPHONE
Frandroid - Bons plans;;Ce robot tondeuse 4×4 capable de grimper des pentes Ã  80 % est bradÃ© Ã  un super prix sur Amazon;https://www.frandroid.com/bons-plans/3251737_ce-robot-tondeuse-4x4-capable-de-grimper-des-pentes-a-80-est-brade-a-un-super-prix-sur-amazon;19. Sponso
Frandroid - Bons plans;;Cet ultrabook d’Acer (Intel Core 5, 16 Go de RAM), avec une sacoche et une souris offertes, est dispo pour 200 â¬ de moins;https://www.frandroid.com/bons-plans/3251595_cet-ultrabook-dacer-intel-core-5-16-go-de-ram-avec-une-sacoche-et-une-souris-offertes-est-dispo-pour-200-e-de-moins;19. Sponso
Frandroid - Bons plans;;Ecovacs Deebot X12 OmniCyclone : ce robot aspirateur capable de franchir des marches perd plus de 500 â¬ sur Amazon;https://www.frandroid.com/bons-plans/3251753_ecovacs-deebot-x12-omnicyclone-ce-robot-aspirateur-capable-de-franchir-des-marches-perd-plus-de-500-e-sur-amazon;19. Sponso
Frandroid - Bons plans;;La bague connectÃ©e Oura Ring 4 revient Ã  un super prix : une bonne affaire malgrÃ© la sortie du nouveau modÃ¨le ?;https://www.frandroid.com/bons-plans/3190627_la-bague-connectee-oura-ring-4-revient-a-un-super-prix-une-bonne-affaire-malgre-la-sortie-du-nouveau-modele;19. Sponso
Frandroid - Bons plans;;Bambu Lab lance la H2C, son imprimante 3D anti-gaspillage, dÃ©jÃ  Ã  -150 â¬;https://www.frandroid.com/bons-plans/3251523_bambu-lab-lance-la-h2c-son-imprimante-3d-anti-gaspillage-deja-a-150-e;19. Sponso
Frandroid - Bons plans;;On a trouvÃ© une montre Wear OS complÃ¨te pour le prix d’un bracelet connectÃ©;https://www.frandroid.com/bons-plans/3251519_on-a-trouve-une-montre-wear-os-complete-pour-le-prix-dun-bracelet-connecte;19. Sponso
Frandroid - Bons plans;;NotÃ© 9/10, le Garmin Tacx Neo 3M est le nec plus ultra des home-trainers et il baisse de 300 â¬;https://www.frandroid.com/bons-plans/3251297_note-9-10-le-garmin-tacx-neo-3m-est-le-nec-plus-ultra-des-home-trainers-et-il-baisse-de-300-e;19. Sponso
Frandroid - Bons plans;;JBL Partybox 330 : cette nouvelle enceinte idÃ©ale pour animer vos soirÃ©es perd dÃ©jÃ  100 â¬ de son prix;https://www.frandroid.com/bons-plans/3251095_jbl-partybox-330-cette-nouvelle-enceinte-ideale-pour-animer-vos-soirees-perd-deja-100-e-de-son-prix;19. Sponso
Frandroid - Bons plans;;Xiaomi Portable Electric Air Compressor 2 Pro : l’accessoire auto indispensable pour Ã©viter la panne est en promo;https://www.frandroid.com/bons-plans/3251071_xiaomi-portable-electric-air-compressor-2-pro-laccessoire-auto-indispensable-pour-eviter-la-panne-est-en-promo;19. Sponso
Frandroid - Bons plans;;Le TV 65 pouces de LG qui se transforme en tableau perd 500 â¬ pour concurrencer la gamme The Frame de Samsung;https://www.frandroid.com/bons-plans/3250913_le-tv-65-pouces-de-lg-qui-se-transforme-en-tableau-perd-500-e-pour-concurrencer-la-gamme-the-frame-de-samsung;19. Sponso
